Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Biological Process	GO:0002819	regulation of adaptive immune response	55	0.002667972	1	0.5064296	25.10547	0.07966391	2	0.009957988	0.25	73	0.004330453	1	0.6193141	20.13504	0.09932931	2	112	0.125	0.01785714	chr5:157792819-159792819,chr6:30154493-32154493	HLA-C,IL12B
GO Biological Process	GO:2000330	positive regulation of T-helper 17 cell lineage commitment	56	0.00269771	1	0.5029302	370.2471	0.002700899	1	0.0003376124	0.125	62	0.003543053	1	0.5966044	281.8906	0.003547475	1	4	0.0625	0.25	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0045321	leukocyte activation	57	0.002790404	1	0.5110845	9.705225	0.3091118	3	0.03863898	0.375	60	0.003414625	1	0.5941447	9.609908	0.3121778	3	352	0.1875	0.008522727	chr13:27604007-29604007,chr14:67760141-69760141,chr5:157792819-159792819	FLT3,IL12B,ZFP36L1
GO Biological Process	GO:0002480	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent	58	0.002864567	1	0.5156221	348.6552	0.002868163	1	0.0003585204	0.125	118	0.007074335	1	0.6258988	140.9453	0.00709495	1	8	0.0625	0.125	chr6:30154493-32154493	HLA-C
GO Biological Process	GO:2000319	regulation of T-helper 17 cell differentiation	59	0.002913764	1	0.5155881	342.7609	0.002917485	1	0.0003646857	0.125	75	0.004426976	1	0.6162351	225.5125	0.004434344	1	5	0.0625	0.2	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0032693	negative regulation of interleukin-10 production	60	0.003099868	1	0.539377	322.1567	0.00310408	1	0.00038801	0.125	105	0.006192616	1	0.615723	161.0804	0.006208082	1	7	0.0625	0.1428571	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0043153	entrainment of circadian clock by photoperiod	61	0.003108294	1	0.5319769	321.2822	0.003112529	1	0.0003890661	0.125	90	0.005310163	1	0.6159789	187.9271	0.005321213	1	6	0.0625	0.1666667	chr3:4026008-6026008	BHLHE40
GO Biological Process	GO:0010535	positive regulation of activation of JAK2 kinase activity	62	0.003209387	1	0.5404194	311.1482	0.003213902	1	0.0004017378	0.125	90	0.005310163	1	0.6159789	187.9271	0.005321213	1	6	0.0625	0.1666667	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0051241	negative regulation of multicellular organismal process	63	0.003314557	1	0.5492694	9.135876	0.3283757	3	0.04104697	0.375	70	0.003988744	1	0.5948927	9.093246	0.3299152	3	372	0.1875	0.008064516	chr12:110884608-112884608,chr14:102230758-104230758,chr5:157792819-159792819	ATXN2,IL12B,TRAF3
GO Biological Process	GO:0051246	regulation of protein metabolic process	64	0.003405909	1	0.5555889	4.008383	1.247386	5	0.1559232	0.625	153	0.01045227	1	0.7132137	3.517038	1.421651	5	1603	0.3125	0.003119152	chr12:110884608-112884608,chr13:27604007-29604007,chr14:102230758-104230758,chr14:67760141-69760141,chr5:157792819-159792819	ATXN2,FLT3,IL12B,TRAF3,ZFP36L1
GO Biological Process	GO:0002699	positive regulation of immune effector process	65	0.003432766	1	0.551355	22.07218	0.09061182	2	0.01132648	0.25	83	0.004559556	1	0.5735152	19.60978	0.1019899	2	115	0.125	0.0173913	chr5:157792819-159792819,chr6:30154493-32154493	HLA-C,IL12B
GO Biological Process	GO:0090081	regulation of heart induction by regulation of canonical Wnt receptor signaling pathway	66	0.003489452	1	0.5519679	286.1402	0.003494791	1	0.0004368488	0.125	51	0.002658395	1	0.5441891	375.8542	0.002660606	1	3	0.0625	0.3333333	chr6:30154493-32154493	POU5F1
GO Biological Process	GO:0000255	allantoin metabolic process	67	0.003608276	1	0.5622448	276.7029	0.003613985	1	0.0004517481	0.125	75	0.004426976	1	0.6162351	225.5125	0.004434344	1	5	0.0625	0.2	chr13:27604007-29604007	URAD
GO Biological Process	GO:0042520	positive regulation of tyrosine phosphorylation of Stat4 protein	68	0.003617543	1	0.5553992	275.9929	0.003623281	1	0.0004529101	0.125	62	0.003543053	1	0.5966044	281.8906	0.003547475	1	4	0.0625	0.25	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0010536	positive regulation of activation of Janus kinase activity	69	0.003680946	1	0.5569431	271.2315	0.003686887	1	0.0004608609	0.125	105	0.006192616	1	0.615723	161.0804	0.006208082	1	7	0.0625	0.1428571	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0045619	regulation of lymphocyte differentiation	70	0.003785657	1	0.5646037	20.99374	0.09526649	2	0.01190831	0.25	83	0.004559556	1	0.5735152	19.60978	0.1019899	2	115	0.125	0.0173913	chr13:27604007-29604007,chr5:157792819-159792819	FLT3,IL12B
GO Biological Process	GO:0002572	pro-T cell differentiation	71	0.00383804	1	0.5643541	260.1119	0.0038445	1	0.0004805625	0.125	40	0.001773	1	0.462753	563.7812	0.001773738	1	2	0.0625	0.5	chr13:27604007-29604007	FLT3
GO Biological Process	GO:0043382	positive regulation of memory T cell differentiation	72	0.0038583	1	0.5594535	258.7437	0.003864829	1	0.0004831036	0.125	75	0.004426976	1	0.6162351	225.5125	0.004434344	1	5	0.0625	0.2	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0001818	negative regulation of cytokine production	73	0.003930467	1	0.5621106	20.59382	0.09711651	2	0.01213956	0.25	116	0.006773934	1	0.6096541	15.99379	0.1250485	2	141	0.125	0.0141844	chr14:102230758-104230758,chr5:157792819-159792819	IL12B,TRAF3
GO Biological Process	GO:0009611	response to wounding	74	0.004149876	1	0.585469	5.267737	0.7593394	4	0.09491742	0.5	152	0.01027185	1	0.7055139	4.474454	0.8939637	4	1008	0.25	0.003968254	chr12:110884608-112884608,chr14:102230758-104230758,chr14:67760141-69760141,chr6:30154493-32154493	POU5F1,RAD51B,RCOR1,SH2B3
GO Biological Process	GO:0090316	positive regulation of intracellular protein transport	75	0.004350295	1	0.6055611	19.54945	0.1023047	2	0.01278808	0.25	73	0.004330453	1	0.6193141	20.13504	0.09932931	2	112	0.125	0.01785714	chr5:157792819-159792819,chr6:30154493-32154493	IL12B,POU5F1
GO Biological Process	GO:0009648	photoperiodism	76	0.004366946	1	0.5998805	228.5551	0.004375312	1	0.000546914	0.125	118	0.007074335	1	0.6258988	140.9453	0.00709495	1	8	0.0625	0.125	chr3:4026008-6026008	BHLHE40
GO Biological Process	GO:0051135	positive regulation of NK T cell activation	77	0.004419215	1	0.5991767	225.8467	0.004427783	1	0.0005534728	0.125	75	0.004426976	1	0.6162351	225.5125	0.004434344	1	5	0.0625	0.2	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0001997	positive regulation of the force of heart contraction by epinephrine-norepinephrine	78	0.004637151	1	0.6206648	215.2118	0.004646586	1	0.0005808232	0.125	51	0.002658395	1	0.5441891	375.8542	0.002660606	1	3	0.0625	0.3333333	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:0010455	positive regulation of cell fate commitment	79	0.004715491	1	0.6231611	211.6291	0.004725248	1	0.000590656	0.125	90	0.005310163	1	0.6159789	187.9271	0.005321213	1	6	0.0625	0.1666667	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0048261	negative regulation of receptor-mediated endocytosis	80	0.004871214	1	0.6356934	204.8497	0.004881627	1	0.0006102034	0.125	126	0.00795532	1	0.6591551	125.2847	0.007981819	1	9	0.0625	0.1111111	chr12:110884608-112884608	ATXN2
GO Biological Process	GO:0042789	mRNA transcription from RNA polymerase II promoter	81	0.004875059	1	0.6283409	204.6878	0.004885488	1	0.000610686	0.125	155	0.01059388	1	0.7135491	93.96354	0.01064243	1	12	0.0625	0.08333333	chr6:30154493-32154493	POU5F1
GO Biological Process	GO:0005981	regulation of glycogen catabolic process	82	0.005177595	1	0.6591962	192.7019	0.005189362	1	0.0006486702	0.125	118	0.007074335	1	0.6258988	140.9453	0.00709495	1	8	0.0625	0.125	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:0008063	Toll signaling pathway	83	0.005183067	1	0.6519424	192.498	0.005194858	1	0.0006493573	0.125	90	0.005310163	1	0.6159789	187.9271	0.005321213	1	6	0.0625	0.1666667	chr14:102230758-104230758	TRAF3
GO Biological Process	GO:0007596	blood coagulation	84	0.005185453	1	0.6444777	7.799202	0.3846547	3	0.04808184	0.375	140	0.009104398	1	0.678928	6.751871	0.4443213	3	501	0.1875	0.005988024	chr12:110884608-112884608,chr14:102230758-104230758,chr14:67760141-69760141	RAD51B,RCOR1,SH2B3
GO Biological Process	GO:0002682	regulation of immune system process	85	0.005187806	1	0.6371846	4.956392	0.8070386	4	0.1008798	0.5	45	0.001801411	1	0.4179274	5.288755	0.9454021	5	1066	0.3125	0.004690432	chr13:27604007-29604007,chr14:102230758-104230758,chr5:157792819-159792819,chr6:30154493-32154493	FLT3,HLA-C,IL12B,RCOR1,TRAF3
GO Biological Process	GO:0007599	hemostasis	86	0.005260266	1	0.6385718	7.759608	0.3866175	3	0.04832719	0.375	142	0.00935487	1	0.6877806	6.685153	0.4487556	3	506	0.1875	0.005928854	chr12:110884608-112884608,chr14:102230758-104230758,chr14:67760141-69760141	RAD51B,RCOR1,SH2B3
GO Biological Process	GO:0043380	regulation of memory T cell differentiation	87	0.00537645	1	0.645174	185.5584	0.005389139	1	0.0006736424	0.125	105	0.006192616	1	0.615723	161.0804	0.006208082	1	7	0.0625	0.1428571	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0045654	positive regulation of megakaryocyte differentiation	88	0.005485669	1	0.6507998	181.8552	0.00549888	1	0.00068736	0.125	105	0.006192616	1	0.615723	161.0804	0.006208082	1	7	0.0625	0.1428571	chr14:102230758-104230758	RCOR1
GO Biological Process	GO:0043433	negative regulation of sequence-specific DNA binding transcription factor activity	89	0.005503677	1	0.6455999	17.3235	0.1154501	2	0.01443127	0.25	87	0.004715366	1	0.5658439	19.27457	0.1037636	2	117	0.125	0.01709402	chr14:102230758-104230758,chr3:4026008-6026008	BHLHE40,TRAF3
GO Biological Process	GO:0002230	positive regulation of defense response to virus by host	90	0.005562941	1	0.6453012	179.3231	0.005576527	1	0.0006970659	0.125	193	0.01410173	1	0.7628086	70.47266	0.0141899	1	16	0.0625	0.0625	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0060964	regulation of gene silencing by miRNA	91	0.005571513	1	0.6391934	179.0465	0.005585141	1	0.0006981427	0.125	126	0.00795532	1	0.6591551	125.2847	0.007981819	1	9	0.0625	0.1111111	chr6:30154493-32154493	POU5F1
GO Biological Process	GO:1901534	positive regulation of hematopoietic progenitor cell differentiation	92	0.005589915	1	0.6343338	178.4556	0.005603633	1	0.0007004542	0.125	118	0.007074335	1	0.6258988	140.9453	0.00709495	1	8	0.0625	0.125	chr14:102230758-104230758	RCOR1
GO Biological Process	GO:0001978	regulation of systemic arterial blood pressure by carotid sinus baroreceptor feedback	93	0.005715914	1	0.6416574	174.5122	0.005730259	1	0.0007162824	0.125	62	0.003543053	1	0.5966044	281.8906	0.003547475	1	4	0.0625	0.25	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:0034393	positive regulation of smooth muscle cell apoptotic process	94	0.005835988	1	0.6481672	170.9126	0.005850943	1	0.0007313679	0.125	105	0.006192616	1	0.615723	161.0804	0.006208082	1	7	0.0625	0.1428571	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0045078	positive regulation of interferon-gamma biosynthetic process	95	0.005869475	1	0.6450244	169.935	0.005884603	1	0.0007355754	0.125	155	0.01059388	1	0.7135491	93.96354	0.01064243	1	12	0.0625	0.08333333	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0060969	negative regulation of gene silencing	96	0.005890748	1	0.6406188	169.3197	0.005905986	1	0.0007382482	0.125	126	0.00795532	1	0.6591551	125.2847	0.007981819	1	9	0.0625	0.1111111	chr6:30154493-32154493	POU5F1
GO Biological Process	GO:0042592	homeostatic process	97	0.00594227	1	0.6395598	4.77521	0.8376595	4	0.1047074	0.5	172	0.01166929	1	0.7082988	4.311902	0.9276648	4	1046	0.25	0.003824092	chr12:110884608-112884608,chr13:27604007-29604007,chr14:102230758-104230758,chr5:157792819-159792819	ADRA1B,ATXN2,FLT3,RCOR1
GO Biological Process	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	98	0.005994585	1	0.6386068	16.57739	0.1206462	2	0.01508078	0.25	101	0.005363031	1	0.5543569	18.041	0.1108586	2	125	0.125	0.016	chr13:27604007-29604007,chr5:157792819-159792819	FLT3,IL12B
GO Biological Process	GO:2000318	positive regulation of T-helper 17 type immune response	99	0.006119123	1	0.6452893	162.9841	0.006135567	1	0.0007669459	0.125	90	0.005310163	1	0.6159789	187.9271	0.005321213	1	6	0.0625	0.1666667	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0034063	stress granule assembly	100	0.006173199	1	0.644482	161.5526	0.006189936	1	0.000773742	0.125	126	0.00795532	1	0.6591551	125.2847	0.007981819	1	9	0.0625	0.1111111	chr12:110884608-112884608	ATXN2
GO Biological Process	GO:0003099	positive regulation of the force of heart contraction by chemical signal	101	0.00618034	1	0.6388391	161.3654	0.006197116	1	0.0007746395	0.125	62	0.003543053	1	0.5966044	281.8906	0.003547475	1	4	0.0625	0.25	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:2000316	regulation of T-helper 17 type immune response	102	0.006334528	1	0.6483576	157.4269	0.006352153	1	0.0007940191	0.125	105	0.006192616	1	0.615723	161.0804	0.006208082	1	7	0.0625	0.1428571	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0002860	positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target	103	0.006364089	1	0.6450591	156.6937	0.006381879	1	0.0007977349	0.125	90	0.005310163	1	0.6159789	187.9271	0.005321213	1	6	0.0625	0.1666667	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0009299	mRNA transcription	104	0.006411934	1	0.6436595	155.5212	0.006429993	1	0.0008037492	0.125	193	0.01410173	1	0.7628086	70.47266	0.0141899	1	16	0.0625	0.0625	chr6:30154493-32154493	POU5F1
GO Biological Process	GO:0042306	regulation of protein import into nucleus	105	0.006527032	1	0.6489735	15.86528	0.1260614	2	0.01575768	0.25	115	0.006681295	1	0.6065454	16.10804	0.1241616	2	140	0.125	0.01428571	chr5:157792819-159792819,chr6:30154493-32154493	IL12B,POU5F1
GO Biological Process	GO:0002839	positive regulation of immune response to tumor cell	106	0.006578072	1	0.647878	151.5822	0.006597081	1	0.0008246351	0.125	118	0.007074335	1	0.6258988	140.9453	0.00709495	1	8	0.0625	0.125	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0065008	regulation of biological quality	107	0.006589708	1	0.6429584	2.764383	2.170466	6	0.2713082	0.75	36	0.001411583	1	0.4093591	3.191967	2.506291	8	2826	0.5	0.002830856	chr12:110884608-112884608,chr13:27604007-29604007,chr14:102230758-104230758,chr14:67760141-69760141,chr5:157792819-159792819,chr6:30154493-32154493	ADRA1B,ATXN2,FLT3,HLA-C,RAD51B,RCOR1,SH2B3,ZFP36L1
GO Biological Process	GO:0060913	cardiac cell fate determination	108	0.006617847	1	0.6397252	150.6685	0.006637087	1	0.0008296359	0.125	62	0.003543053	1	0.5966044	281.8906	0.003547475	1	4	0.0625	0.25	chr6:30154493-32154493	POU5F1
GO Biological Process	GO:0002827	positive regulation of T-helper 1 type immune response	109	0.006651417	1	0.6370715	149.9059	0.006670853	1	0.0008338566	0.125	126	0.00795532	1	0.6591551	125.2847	0.007981819	1	9	0.0625	0.1111111	chr5:157792819-159792819	IL12B
GO Biological Process	GO:1900180	regulation of protein localization to nucleus	110	0.006797594	1	0.6451535	15.53591	0.128734	2	0.01609175	0.25	117	0.007055379	1	0.6295569	15.66059	0.1277091	2	144	0.125	0.01388889	chr5:157792819-159792819,chr6:30154493-32154493	IL12B,POU5F1
GO Biological Process	GO:0032819	positive regulation of natural killer cell proliferation	111	0.006944874	1	0.6531936	143.553	0.006966068	1	0.0008707585	0.125	90	0.005310163	1	0.6159789	187.9271	0.005321213	1	6	0.0625	0.1666667	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0032388	positive regulation of intracellular transport	112	0.007064118	1	0.6584767	15.23013	0.1313186	2	0.01641483	0.25	133	0.008438073	1	0.662357	14.27294	0.1401253	2	158	0.125	0.01265823	chr5:157792819-159792819,chr6:30154493-32154493	IL12B,POU5F1
GO Biological Process	GO:0032817	regulation of natural killer cell proliferation	113	0.007136799	1	0.6593644	139.6808	0.007159182	1	0.0008948978	0.125	105	0.006192616	1	0.615723	161.0804	0.006208082	1	7	0.0625	0.1428571	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0003057	regulation of the force of heart contraction by chemical signal	114	0.007210769	1	0.6603546	138.2434	0.00723362	1	0.0009042025	0.125	105	0.006192616	1	0.615723	161.0804	0.006208082	1	7	0.0625	0.1428571	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:0045089	positive regulation of innate immune response	115	0.007619293	1	0.6916993	14.64549	0.1365608	2	0.0170701	0.25	151	0.01015547	1	0.7021398	12.96049	0.1543152	2	174	0.125	0.01149425	chr14:102230758-104230758,chr5:157792819-159792819	IL12B,TRAF3
GO Biological Process	GO:0070874	negative regulation of glycogen metabolic process	116	0.00771316	1	0.6941844	129.2104	0.007739314	1	0.0009674143	0.125	135	0.008835573	1	0.6832843	112.7562	0.008868688	1	10	0.0625	0.1	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:0002328	pro-B cell differentiation	117	0.007817379	1	0.6975507	127.482	0.007844246	1	0.0009805308	0.125	75	0.004426976	1	0.6162351	225.5125	0.004434344	1	5	0.0625	0.2	chr13:27604007-29604007	FLT3
GO Biological Process	GO:0043900	regulation of multi-organism process	118	0.007827255	1	0.6925131	14.44267	0.1384786	2	0.01730982	0.25	225	0.01712277	1	0.7944965	9.847707	0.203093	2	229	0.125	0.008733624	chr14:102230758-104230758,chr5:157792819-159792819	IL12B,TRAF3
GO Biological Process	GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	119	0.007876708	1	0.6910322	126.5184	0.007903986	1	0.0009879983	0.125	90	0.005310163	1	0.6159789	187.9271	0.005321213	1	6	0.0625	0.1666667	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0090381	regulation of heart induction	120	0.008021229	1	0.6978469	124.231	0.00804952	1	0.00100619	0.125	90	0.005310163	1	0.6159789	187.9271	0.005321213	1	6	0.0625	0.1666667	chr6:30154493-32154493	POU5F1
GO Biological Process	GO:0048513	organ development	121	0.008180005	1	0.7057789	2.655565	2.259406	6	0.2824258	0.75	10	0.0004112497	1	0.4293447	3.820627	2.093897	8	2361	0.5	0.003388395	chr12:110884608-112884608,chr13:27604007-29604007,chr14:102230758-104230758,chr14:67760141-69760141,chr5:157792819-159792819,chr6:30154493-32154493	ADRA1B,ATXN2,FLT3,IL12B,POU5F1,RCOR1,SH2B3,ZFP36L1
GO Biological Process	GO:0003130	BMP signaling pathway involved in heart induction	122	0.008304957	1	0.7106865	119.9718	0.00833529	1	0.001041911	0.125	51	0.002658395	1	0.5441891	375.8542	0.002660606	1	3	0.0625	0.3333333	chr6:30154493-32154493	POU5F1
GO Biological Process	GO:0033962	cytoplasmic mRNA processing body assembly	123	0.008685336	1	0.7371944	114.6984	0.008718519	1	0.001089815	0.125	126	0.00795532	1	0.6591551	125.2847	0.007981819	1	9	0.0625	0.1111111	chr12:110884608-112884608	ATXN2
GO Biological Process	GO:0044270	cellular nitrogen compound catabolic process	124	0.008742652	1	0.7360749	6.470122	0.4636697	3	0.05795872	0.375	303	0.02881723	1	0.9929105	4.38172	0.6846627	3	772	0.1875	0.00388601	chr13:27604007-29604007,chr14:67760141-69760141,chr3:4026008-6026008	ARL8B,URAD,ZFP36L1
GO Biological Process	GO:0045637	regulation of myeloid cell differentiation	125	0.008772549	1	0.7326833	13.61349	0.1469131	2	0.01836413	0.25	133	0.008438073	1	0.662357	14.27294	0.1401253	2	158	0.125	0.01265823	chr14:102230758-104230758,chr5:157792819-159792819	IL12B,RCOR1
GO Biological Process	GO:0050878	regulation of body fluid levels	126	0.008778061	1	0.7273251	6.460707	0.4643455	3	0.05804318	0.375	211	0.01503499	1	0.7439114	5.609764	0.5347819	3	603	0.1875	0.004975124	chr12:110884608-112884608,chr14:102230758-104230758,chr14:67760141-69760141	RAD51B,RCOR1,SH2B3
GO Biological Process	GO:0002684	positive regulation of immune system process	127	0.008818671	1	0.7249364	6.44997	0.4651184	3	0.0581398	0.375	212	0.01537099	1	0.7569488	5.563631	0.5392162	3	608	0.1875	0.004934211	chr14:102230758-104230758,chr5:157792819-159792819,chr6:30154493-32154493	HLA-C,IL12B,TRAF3
GO Biological Process	GO:0046700	heterocycle catabolic process	128	0.008855022	1	0.7222377	6.440416	0.4658084	3	0.05822606	0.375	303	0.02881723	1	0.9929105	4.38172	0.6846627	3	772	0.1875	0.00388601	chr13:27604007-29604007,chr14:67760141-69760141,chr3:4026008-6026008	ARL8B,URAD,ZFP36L1
GO Biological Process	GO:0002318	myeloid progenitor cell differentiation	129	0.008909362	1	0.7210367	111.8032	0.008944284	1	0.001118036	0.125	75	0.004426976	1	0.6162351	225.5125	0.004434344	1	5	0.0625	0.2	chr13:27604007-29604007	FLT3
GO Biological Process	GO:0046415	urate metabolic process	130	0.008958784	1	0.7194593	111.1841	0.008994096	1	0.001124262	0.125	165	0.01147194	1	0.7258609	86.73558	0.01152929	1	13	0.0625	0.07692308	chr13:27604007-29604007	URAD
GO Biological Process	GO:0040015	negative regulation of multicellular organism growth	131	0.009214087	1	0.7343135	108.0912	0.009251446	1	0.001156431	0.125	155	0.01059388	1	0.7135491	93.96354	0.01064243	1	12	0.0625	0.08333333	chr12:110884608-112884608	ATXN2
GO Biological Process	GO:0001775	cell activation	132	0.009249067	1	0.7315171	6.340079	0.4731802	3	0.05914753	0.375	180	0.01268165	1	0.7355357	5.97648	0.5019677	3	566	0.1875	0.005300353	chr13:27604007-29604007,chr14:67760141-69760141,chr5:157792819-159792819	FLT3,IL12B,ZFP36L1
GO Biological Process	GO:0019439	aromatic compound catabolic process	133	0.009265807	1	0.727331	6.335943	0.4734891	3	0.05918614	0.375	310	0.02920461	1	0.9835359	4.359133	0.6882102	3	776	0.1875	0.003865979	chr13:27604007-29604007,chr14:67760141-69760141,chr3:4026008-6026008	ARL8B,URAD,ZFP36L1
GO Biological Process	GO:0002862	negative regulation of inflammatory response to antigenic stimulus	134	0.009374321	1	0.7303575	106.2361	0.009412994	1	0.001176624	0.125	143	0.009715093	1	0.7092697	102.5057	0.009755557	1	11	0.0625	0.09090909	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0010661	positive regulation of muscle cell apoptotic process	135	0.009388194	1	0.7260203	106.0785	0.009426982	1	0.001178373	0.125	155	0.01059388	1	0.7135491	93.96354	0.01064243	1	12	0.0625	0.08333333	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0045578	negative regulation of B cell differentiation	136	0.009574867	1	0.7350118	104.0018	0.009615218	1	0.001201902	0.125	75	0.004426976	1	0.6162351	225.5125	0.004434344	1	5	0.0625	0.2	chr13:27604007-29604007	FLT3
GO Biological Process	GO:0045087	innate immune response	137	0.009587727	1	0.7306268	6.258285	0.4793646	3	0.05992057	0.375	280	0.02501039	1	0.9325303	4.627479	0.6483011	3	731	0.1875	0.004103967	chr14:102230758-104230758,chr5:157792819-159792819,chr6:30154493-32154493	HLA-C,IL12B,TRAF3
GO Biological Process	GO:0001714	endodermal cell fate specification	138	0.009608629	1	0.7269137	103.6348	0.009649266	1	0.001206158	0.125	90	0.005310163	1	0.6159789	187.9271	0.005321213	1	6	0.0625	0.1666667	chr6:30154493-32154493	POU5F1
GO Biological Process	GO:0006417	regulation of translation	139	0.009613018	1	0.7220137	12.98143	0.1540663	2	0.01925828	0.25	239	0.01899902	1	0.8299154	9.318698	0.2146222	2	242	0.125	0.008264463	chr12:110884608-112884608,chr14:67760141-69760141	ATXN2,ZFP36L1
GO Biological Process	GO:0009649	entrainment of circadian clock	140	0.009833947	1	0.7333315	101.2503	0.009876518	1	0.001234565	0.125	143	0.009715093	1	0.7092697	102.5057	0.009755557	1	11	0.0625	0.09090909	chr3:4026008-6026008	BHLHE40
GO Biological Process	GO:0060255	regulation of macromolecule metabolic process	141	0.01000498	1	0.7407943	2.133679	3.280718	7	0.4100897	0.875	139	0.008996239	1	0.6756887	2.189914	4.10975	9	4634	0.5625	0.001942167	chr12:110884608-112884608,chr13:27604007-29604007,chr14:102230758-104230758,chr14:67760141-69760141,chr3:4026008-6026008,chr5:157792819-159792819,chr6:30154493-32154493	ADRA1B,ATXN2,BHLHE40,FLT3,IL12B,POU5F1,RCOR1,TRAF3,ZFP36L1
GO Biological Process	GO:0046822	regulation of nucleocytoplasmic transport	142	0.01024243	1	0.753035	12.55992	0.1592367	2	0.01990459	0.25	154	0.01049347	1	0.7113755	12.74082	0.1569758	2	177	0.125	0.01129944	chr5:157792819-159792819,chr6:30154493-32154493	IL12B,POU5F1
GO Biological Process	GO:0031935	regulation of chromatin silencing	143	0.01032298	1	0.7536497	96.43287	0.01036991	1	0.001296239	0.125	155	0.01059388	1	0.7135491	93.96354	0.01064243	1	12	0.0625	0.08333333	chr6:30154493-32154493	POU5F1
GO Biological Process	GO:0003307	regulation of Wnt receptor signaling pathway involved in heart development	144	0.01032534	1	0.7485872	96.41075	0.01037229	1	0.001296536	0.125	105	0.006192616	1	0.615723	161.0804	0.006208082	1	7	0.0625	0.1428571	chr6:30154493-32154493	POU5F1
GO Biological Process	GO:1901361	organic cyclic compound catabolic process	145	0.01033139	1	0.7438601	6.091441	0.4924943	3	0.06156179	0.375	331	0.03250893	1	1	4.18132	0.7174769	3	809	0.1875	0.003708282	chr13:27604007-29604007,chr14:67760141-69760141,chr3:4026008-6026008	ARL8B,URAD,ZFP36L1
GO Biological Process	GO:0051222	positive regulation of protein transport	146	0.01043645	1	0.7462777	12.43773	0.160801	2	0.02010013	0.25	178	0.01262531	1	0.7404957	11.56474	0.1729394	2	195	0.125	0.01025641	chr5:157792819-159792819,chr6:30154493-32154493	IL12B,POU5F1
GO Biological Process	GO:0045072	regulation of interferon-gamma biosynthetic process	147	0.01045667	1	0.742637	95.19442	0.01050482	1	0.001313102	0.125	193	0.01410173	1	0.7628086	70.47266	0.0141899	1	16	0.0625	0.0625	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0048148	behavioral response to cocaine	148	0.01059754	1	0.7475562	93.92317	0.010647	1	0.001330875	0.125	143	0.009715093	1	0.7092697	102.5057	0.009755557	1	11	0.0625	0.09090909	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:0042060	wound healing	149	0.01062321	1	0.7443377	6.030275	0.4974897	3	0.06218622	0.375	214	0.01557465	1	0.75981	5.536313	0.5418768	3	611	0.1875	0.004909984	chr12:110884608-112884608,chr14:102230758-104230758,chr14:67760141-69760141	RAD51B,RCOR1,SH2B3
GO Biological Process	GO:0032645	regulation of granulocyte macrophage colony-stimulating factor production	150	0.01062567	1	0.7395466	93.67338	0.01067539	1	0.001334424	0.125	135	0.008835573	1	0.6832843	112.7562	0.008868688	1	10	0.0625	0.1	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0050776	regulation of immune response	151	0.01063146	1	0.7350493	6.028579	0.4976297	3	0.06220372	0.375	262	0.02216292	1	0.8831331	4.846257	0.6190344	3	698	0.1875	0.004297994	chr14:102230758-104230758,chr5:157792819-159792819,chr6:30154493-32154493	HLA-C,IL12B,TRAF3
