Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Biological Process	GO:0007599	hemostasis	10	0.0003262463	1	0.3406011	10.34614	0.3866175	4	0.04832719	0.5	14	0.0006525371	1	0.4866062	9.507773	0.4207084	4	506	0.2666667	0.007905138	chr14:93844947-95844947,chr17:63224775-65224775,chr19:43153100-45153100,chr3:185449122-187449122	APOH,KNG1,PLAUR,SERPINA1
GO Biological Process	GO:0032101	regulation of response to external stimulus	11	0.0003334678	1	0.3164913	10.28732	0.3888284	4	0.04860355	0.5	10	0.0003814509	1	0.3982347	10.95885	0.3650019	4	439	0.2666667	0.009111617	chr17:63224775-65224775,chr19:43153100-45153100,chr1:195710916-197710916,chr3:185449122-187449122	APOH,CFH,KNG1,PLAUR
GO Biological Process	GO:0009611	response to wounding	12	0.0003371586	1	0.293328	6.584671	0.7593394	5	0.09491742	0.625	17	0.001010913	1	0.6208195	5.965939	0.838091	5	1008	0.3333333	0.004960317	chr14:93844947-95844947,chr17:63224775-65224775,chr18:28804863-30804863,chr19:43153100-45153100,chr3:185449122-187449122	APOH,KNG1,MEP1B,PLAUR,SERPINA1
GO Biological Process	GO:0033986	response to methanol	13	0.0003449488	1	0.2770204	2898.543	0.0003450009	1	4.312511e-05	0.125	15	0.0008314395	1	0.5786819	1202.733	0.0008314395	1	1	0.06666667	1	chr14:93844947-95844947	SERPINA1
GO Biological Process	GO:0046687	response to chromate	14	0.0003617189	1	0.269739	2764.14	0.0003617762	1	4.522202e-05	0.125	21	0.001662234	1	0.8263678	601.3667	0.001662879	1	2	0.06666667	0.5	chr14:93844947-95844947	SERPINA1
GO Biological Process	GO:0034014	response to triglyceride	15	0.0005983442	1	0.4164476	1670.841	0.0005985009	1	7.481261e-05	0.125	21	0.001662234	1	0.8263678	601.3667	0.001662879	1	2	0.06666667	0.5	chr14:93844947-95844947	SERPINA1
GO Biological Process	GO:0050878	regulation of body fluid levels	16	0.0006573008	1	0.4288888	8.614276	0.4643455	4	0.05804318	0.5	18	0.00125679	1	0.7289382	7.978331	0.501358	4	603	0.2666667	0.006633499	chr14:93844947-95844947,chr17:63224775-65224775,chr19:43153100-45153100,chr3:185449122-187449122	APOH,KNG1,PLAUR,SERPINA1
GO Biological Process	GO:0042060	wound healing	17	0.0008541373	1	0.5245408	8.040367	0.4974897	4	0.06218622	0.5	19	0.001319757	1	0.7251717	7.873868	0.5080095	4	611	0.2666667	0.006546645	chr14:93844947-95844947,chr17:63224775-65224775,chr19:43153100-45153100,chr3:185449122-187449122	APOH,KNG1,PLAUR,SERPINA1
GO Biological Process	GO:0034197	triglyceride transport	18	0.0009075412	1	0.5263739	1101.441	0.0009079018	1	0.0001134877	0.125	21	0.001662234	1	0.8263678	601.3667	0.001662879	1	2	0.06666667	0.5	chr17:63224775-65224775	APOH
GO Biological Process	GO:0016139	glycoside catabolic process	19	0.0009474592	1	0.5206039	1055.017	0.0009478522	1	0.0001184815	0.125	32	0.00415075	1	1	240.5467	0.004157197	1	5	0.06666667	0.2	chr14:93844947-95844947	SERPINA6
GO Biological Process	GO:0032286	central nervous system myelin maintenance	20	0.001188722	1	0.6205129	840.8017	0.001189341	1	0.0001486676	0.125	26	0.002492383	1	1	400.9111	0.002494318	1	3	0.06666667	0.3333333	chr11:60549025-62549025	MYRF
GO Biological Process	GO:0019538	protein metabolic process	21	0.001221768	1	0.6073932	2.940727	2.380364	7	0.2975455	0.875	29	0.00349242	1	1	2.745183	2.914195	8	3505	0.5333333	0.002282454	chr11:60549025-62549025,chr17:63224775-65224775,chr18:28804863-30804863,chr19:43153100-45153100,chr1:195710916-197710916,chr3:171274232-173274232,chr3:185449122-187449122	APOH,CFH,EIF4A2,KNG1,MEP1B,MYRF,NCEH1,PLAUR
GO Biological Process	GO:0052547	regulation of peptidase activity	22	0.001263999	1	0.599825	12.78783	0.234598	3	0.02932475	0.375	9	0.0001501401	1	0.1741625	13.98527	0.2860152	4	344	0.2666667	0.01162791	chr14:93844947-95844947,chr3:171274232-173274232,chr3:185449122-187449122	KNG1,SERPINA1,SERPINA6,TNFSF10
GO Biological Process	GO:0006954	inflammatory response	23	0.001631502	1	0.74056	11.70446	0.2563125	3	0.03203906	0.375	30	0.003651802	1	1	9.347668	0.3209356	3	386	0.2	0.007772021	chr14:93844947-95844947,chr18:28804863-30804863,chr3:185449122-187449122	KNG1,MEP1B,SERPINA1
GO Biological Process	GO:0002576	platelet degranulation	24	0.001662342	1	0.7231188	31.9414	0.06261466	2	0.007826832	0.25	25	0.00221351	1	0.9243618	28.29961	0.07067236	2	85	0.1333333	0.02352941	chr14:93844947-95844947,chr3:185449122-187449122	KNG1,SERPINA1
GO Biological Process	GO:0006664	glycolipid metabolic process	25	0.001742361	1	0.72761	31.18748	0.06412829	2	0.008016036	0.25	27	0.002928684	1	1	24.54558	0.08148107	2	98	0.1333333	0.02040816	chr14:93844947-95844947,chr19:43153100-45153100	PLAUR,SERPINA6
GO Biological Process	GO:0080134	regulation of response to stress	26	0.002128587	1	0.8547095	6.308068	0.6341086	4	0.07926357	0.5	31	0.003937342	1	1	5.838511	0.6851061	4	824	0.2666667	0.004854369	chr17:63224775-65224775,chr19:43153100-45153100,chr1:195710916-197710916,chr3:185449122-187449122	APOH,CFH,KNG1,PLAUR
GO Biological Process	GO:0031639	plasminogen activation	27	0.002260825	1	0.8741857	441.8788	0.002263064	1	0.000282883	0.125	34	0.004978968	1	1	200.4556	0.004988637	1	6	0.06666667	0.1666667	chr17:63224775-65224775	APOH
GO Biological Process	GO:0051006	positive regulation of lipoprotein lipase activity	28	0.002859257	1	1	349.3035	0.00286284	1	0.000357855	0.125	39	0.007459766	1	1	133.637	0.007482955	1	9	0.06666667	0.1111111	chr17:63224775-65224775	APOH
GO Biological Process	GO:0051241	negative regulation of multicellular organismal process	29	0.003314557	1	1	9.135876	0.3283757	3	0.04104697	0.375	28	0.003290728	1	1	9.699462	0.3092955	3	372	0.2	0.008064516	chr17:63224775-65224775,chr19:43153100-45153100,chr3:185449122-187449122	APOH,KNG1,PLAUR
GO Biological Process	GO:0016255	attachment of GPI anchor to protein	30	0.003372572	1	1	296.0718	0.003377559	1	0.0004221949	0.125	37	0.005806543	1	1	171.819	0.005820076	1	7	0.06666667	0.1428571	chr19:43153100-45153100	PLAUR
GO Biological Process	GO:0046477	glycosylceramide catabolic process	31	0.003500108	1	1	285.2677	0.003505479	1	0.0004381849	0.125	34	0.004978968	1	1	200.4556	0.004988637	1	6	0.06666667	0.1666667	chr14:93844947-95844947	SERPINA6
GO Biological Process	GO:0006950	response to stress	32	0.003604033	1	1	3.088716	1.942554	6	0.2428193	0.75	95	0.02552477	1	1	2.436327	2.462724	6	2962	0.4	0.002025658	chr14:93844947-95844947,chr17:63224775-65224775,chr18:28804863-30804863,chr19:43153100-45153100,chr1:195710916-197710916,chr3:185449122-187449122	APOH,CFH,KNG1,MEP1B,PLAUR,SERPINA1
GO Biological Process	GO:0006629	lipid metabolic process	33	0.003690434	1	1	5.438378	0.7355134	4	0.09193917	0.5	46	0.009726228	1	1	4.521554	0.8846516	4	1064	0.2666667	0.003759398	chr14:93844947-95844947,chr17:63224775-65224775,chr19:43153100-45153100,chr3:171274232-173274232	APOH,NCEH1,PLAUR,SERPINA6
GO Biological Process	GO:0006952	defense response	34	0.004444486	1	1	5.170253	0.7736566	4	0.09670708	0.5	71	0.016039	1	1	3.908151	1.023502	4	1231	0.2666667	0.003249391	chr14:93844947-95844947,chr18:28804863-30804863,chr1:195710916-197710916,chr3:185449122-187449122	CFH,KNG1,MEP1B,SERPINA1
GO Biological Process	GO:0046479	glycosphingolipid catabolic process	35	0.004775681	1	1	208.9563	0.004785689	1	0.0005982112	0.125	42	0.008285415	1	1	120.2733	0.008314395	1	10	0.06666667	0.1	chr14:93844947-95844947	SERPINA6
GO Biological Process	GO:0034392	negative regulation of smooth muscle cell apoptotic process	36	0.005057791	1	1	197.2768	0.005069019	1	0.0006336273	0.125	32	0.00415075	1	1	240.5467	0.004157197	1	5	0.06666667	0.2	chr17:63224775-65224775	APOH
GO Biological Process	GO:0006643	membrane lipid metabolic process	37	0.005187139	1	1	17.85977	0.1119836	2	0.01399794	0.25	40	0.007700249	1	1	14.94079	0.1338618	2	161	0.1333333	0.01242236	chr14:93844947-95844947,chr19:43153100-45153100	PLAUR,SERPINA6
GO Biological Process	GO:0046514	ceramide catabolic process	38	0.005220164	1	1	191.1269	0.005232125	1	0.0006540156	0.125	47	0.00993479	1	1	100.2278	0.009977274	1	12	0.06666667	0.08333333	chr14:93844947-95844947	SERPINA6
GO Biological Process	GO:0016137	glycoside metabolic process	39	0.005539901	1	1	180.0707	0.005553375	1	0.0006941718	0.125	57	0.0115816	1	1	85.90952	0.01164015	1	14	0.06666667	0.07142857	chr14:93844947-95844947	SERPINA6
GO Biological Process	GO:0051336	regulation of hydrolase activity	40	0.005608226	1	1	4.851675	0.8244576	4	0.1030572	0.5	16	0.0009575167	1	0.6247796	6.037818	0.8281137	5	996	0.3333333	0.00502008	chr14:93844947-95844947,chr17:63224775-65224775,chr3:171274232-173274232,chr3:185449122-187449122	APOH,KNG1,SERPINA1,SERPINA6,TNFSF10
GO Biological Process	GO:0010288	response to lead ion	41	0.005921388	1	1	168.4413	0.005936785	1	0.0007420982	0.125	42	0.008285415	1	1	120.2733	0.008314395	1	10	0.06666667	0.1	chr14:93844947-95844947	SERPINA1
GO Biological Process	GO:0042730	fibrinolysis	42	0.006096995	1	1	163.5772	0.00611332	1	0.000764165	0.125	65	0.01486757	1	1	66.81852	0.01496591	1	18	0.06666667	0.05555556	chr19:43153100-45153100	PLAUR
GO Biological Process	GO:0048583	regulation of response to stimulus	43	0.006372305	1	1	2.781606	2.157027	6	0.2696284	0.75	70	0.01598744	1	1	2.693692	2.227426	6	2679	0.4	0.002239642	chr17:63224775-65224775,chr18:28804863-30804863,chr19:43153100-45153100,chr1:195710916-197710916,chr3:171274232-173274232,chr3:185449122-187449122	APOH,CFH,GAREM,KNG1,PLAUR,TNFSF10
GO Biological Process	GO:0051918	negative regulation of fibrinolysis	44	0.00637407	1	1	156.4476	0.006391916	1	0.0007989895	0.125	42	0.008285415	1	1	120.2733	0.008314395	1	10	0.06666667	0.1	chr17:63224775-65224775	APOH
GO Biological Process	GO:0031638	zymogen activation	45	0.006615173	1	1	150.7296	0.006634398	1	0.0008292997	0.125	47	0.00993479	1	1	100.2278	0.009977274	1	12	0.06666667	0.08333333	chr17:63224775-65224775	APOH
GO Biological Process	GO:0030162	regulation of proteolysis	46	0.006691786	1	1	15.66234	0.1276948	2	0.01596185	0.25	11	0.0003937698	1	0.3737233	20.27079	0.1479962	3	178	0.2	0.01685393	chr14:93844947-95844947,chr19:43153100-45153100	PLAUR,SERPINA1,SERPINA6
GO Biological Process	GO:0006957	complement activation, alternative pathway	47	0.00669853	1	1	148.8484	0.006718243	1	0.0008397804	0.125	50	0.01075852	1	1	92.51795	0.01080871	1	13	0.06666667	0.07692308	chr1:195710916-197710916	CFH
GO Biological Process	GO:0016042	lipid catabolic process	48	0.007212026	1	1	15.0678	0.1327334	2	0.01659167	0.25	63	0.01424364	1	1	10.83544	0.1845796	2	222	0.1333333	0.009009009	chr14:93844947-95844947,chr3:171274232-173274232	NCEH1,SERPINA6
GO Biological Process	GO:0010466	negative regulation of peptidase activity	49	0.007230116	1	1	15.04829	0.1329055	2	0.01661319	0.25	12	0.0006118288	1	0.5322911	17.43092	0.172108	3	207	0.2	0.01449275	chr14:93844947-95844947,chr3:185449122-187449122	KNG1,SERPINA1,SERPINA6
GO Biological Process	GO:0033033	negative regulation of myeloid cell apoptotic process	50	0.007355692	1	1	135.511	0.007379473	1	0.0009224341	0.125	47	0.00993479	1	1	100.2278	0.009977274	1	12	0.06666667	0.08333333	chr17:63224775-65224775	APOH
GO Biological Process	GO:0030149	sphingolipid catabolic process	51	0.00764817	1	1	130.3121	0.007673885	1	0.0009592356	0.125	72	0.01650672	1	1	60.13667	0.01662879	1	20	0.06666667	0.05	chr14:93844947-95844947	SERPINA6
GO Biological Process	GO:0051917	regulation of fibrinolysis	52	0.007870416	1	1	126.6199	0.007897651	1	0.0009872063	0.125	57	0.0115816	1	1	85.90952	0.01164015	1	14	0.06666667	0.07142857	chr17:63224775-65224775	APOH
GO Biological Process	GO:0043217	myelin maintenance	53	0.008585628	1	1	116.0355	0.008618052	1	0.001077257	0.125	45	0.009110423	1	1	109.3394	0.009145834	1	11	0.06666667	0.09090909	chr11:60549025-62549025	MYRF
GO Biological Process	GO:0031643	positive regulation of myelination	54	0.008913224	1	1	111.7546	0.008948176	1	0.001118522	0.125	34	0.004978968	1	1	200.4556	0.004988637	1	6	0.06666667	0.1666667	chr11:60549025-62549025	MYRF
GO Biological Process	GO:0008211	glucocorticoid metabolic process	55	0.009063776	1	1	109.891	0.009099923	1	0.00113749	0.125	60	0.01240405	1	1	80.18222	0.01247159	1	15	0.06666667	0.06666667	chr14:93844947-95844947	SERPINA6
GO Biological Process	GO:0006501	C-terminal protein lipidation	56	0.009846947	1	1	101.116	0.009889631	1	0.001236204	0.125	82	0.02059348	1	1	48.10933	0.02078599	1	25	0.06666667	0.04	chr19:43153100-45153100	PLAUR
GO Biological Process	GO:0030449	regulation of complement activation	57	0.01092696	1	1	91.07834	0.01097956	1	0.001372445	0.125	85	0.02222374	1	1	44.54568	0.02244887	1	27	0.06666667	0.03703704	chr1:195710916-197710916	CFH
GO Biological Process	GO:0006677	glycosylceramide metabolic process	58	0.01128978	1	1	88.13728	0.01134594	1	0.001418242	0.125	50	0.01075852	1	1	92.51795	0.01080871	1	13	0.06666667	0.07692308	chr14:93844947-95844947	SERPINA6
GO Biological Process	GO:2000257	regulation of protein activation cascade	59	0.01134763	1	1	87.68566	0.01140437	1	0.001425547	0.125	86	0.02303792	1	1	42.95476	0.02328031	1	28	0.06666667	0.03571429	chr1:195710916-197710916	CFH
GO Biological Process	GO:0034391	regulation of smooth muscle cell apoptotic process	60	0.01190072	1	1	83.59008	0.01196314	1	0.001495393	0.125	50	0.01075852	1	1	92.51795	0.01080871	1	13	0.06666667	0.07692308	chr17:63224775-65224775	APOH
GO Biological Process	GO:0030168	platelet activation	61	0.0120017	1	1	11.56295	0.1729662	2	0.02162078	0.25	62	0.01328408	1	1	11.2405	0.1779281	2	214	0.1333333	0.009345794	chr14:93844947-95844947,chr3:185449122-187449122	KNG1,SERPINA1
GO Biological Process	GO:0030194	positive regulation of blood coagulation	62	0.01244428	1	1	79.91965	0.01251257	1	0.001564071	0.125	68	0.01568746	1	1	63.30175	0.01579735	1	19	0.06666667	0.05263158	chr17:63224775-65224775	APOH
GO Biological Process	GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	63	0.01245473	1	1	79.85228	0.01252312	1	0.001565391	0.125	82	0.02059348	1	1	48.10933	0.02078599	1	25	0.06666667	0.04	chr3:185449122-187449122	EIF4A2
GO Biological Process	GO:0006506	GPI anchor biosynthetic process	64	0.01259858	1	1	78.93546	0.01266858	1	0.001583572	0.125	97	0.02628832	1	1	37.58542	0.02660606	1	32	0.06666667	0.03125	chr19:43153100-45153100	PLAUR
GO Biological Process	GO:0090200	positive regulation of release of cytochrome c from mitochondria	65	0.0127782	1	1	77.81973	0.01285021	1	0.001606277	0.125	79	0.01896068	1	1	52.29275	0.01912311	1	23	0.06666667	0.04347826	chr3:171274232-173274232	TNFSF10
GO Biological Process	GO:0050820	positive regulation of coagulation	66	0.01333283	1	1	74.56423	0.01341126	1	0.001676407	0.125	75	0.01732535	1	1	57.27302	0.01746023	1	21	0.06666667	0.04761905	chr17:63224775-65224775	APOH
GO Biological Process	GO:0006505	GPI anchor metabolic process	67	0.01337544	1	1	74.3253	0.01345437	1	0.001681796	0.125	100	0.02790973	1	1	35.37451	0.02826894	1	34	0.06666667	0.02941176	chr19:43153100-45153100	PLAUR
GO Biological Process	GO:0022010	central nervous system myelination	68	0.01359484	1	1	73.11869	0.01367639	1	0.001709549	0.125	50	0.01075852	1	1	92.51795	0.01080871	1	13	0.06666667	0.07692308	chr11:60549025-62549025	MYRF
GO Biological Process	GO:0046486	glycerolipid metabolic process	69	0.01441449	1	1	10.50482	0.1903887	2	0.02379859	0.25	88	0.02370504	1	1	8.266208	0.2419489	2	291	0.1333333	0.006872852	chr17:63224775-65224775,chr19:43153100-45153100	APOH,PLAUR
GO Biological Process	GO:0044255	cellular lipid metabolic process	70	0.0153589	1	1	5.271456	0.5691028	3	0.07113785	0.375	103	0.02836561	1	1	4.394884	0.6826118	3	821	0.2	0.00365408	chr14:93844947-95844947,chr17:63224775-65224775,chr19:43153100-45153100	APOH,PLAUR,SERPINA6
GO Biological Process	GO:0035815	positive regulation of renal sodium excretion	71	0.01539435	1	1	64.52014	0.01549904	1	0.001937379	0.125	57	0.0115816	1	1	85.90952	0.01164015	1	14	0.06666667	0.07142857	chr3:185449122-187449122	KNG1
GO Biological Process	GO:0071364	cellular response to epidermal growth factor stimulus	72	0.0154856	1	1	64.13735	0.01559154	1	0.001948942	0.125	61	0.01322586	1	1	75.17083	0.01330303	1	16	0.06666667	0.0625	chr18:28804863-30804863	GAREM
GO Biological Process	GO:0006887	exocytosis	73	0.01556683	1	1	10.08859	0.1982438	2	0.02478047	0.25	73	0.01703342	1	1	9.85847	0.2028712	2	244	0.1333333	0.008196721	chr14:93844947-95844947,chr3:185449122-187449122	KNG1,SERPINA1
GO Biological Process	GO:0052548	regulation of endopeptidase activity	74	0.01607607	1	1	9.919062	0.201632	2	0.025204	0.25	20	0.001334194	1	0.6964493	13.31439	0.2253201	3	271	0.2	0.01107011	chr14:93844947-95844947,chr3:171274232-173274232	SERPINA1,SERPINA6,TNFSF10
GO Biological Process	GO:0051240	positive regulation of multicellular organismal process	75	0.01656323	1	1	5.127098	0.5851263	3	0.07314079	0.375	56	0.01153561	1	1	6.167863	0.4863921	3	585	0.2	0.005128205	chr11:60549025-62549025,chr17:63224775-65224775,chr3:185449122-187449122	APOH,KNG1,MYRF
GO Biological Process	GO:0044238	primary metabolic process	76	0.01803631	1	1	1.651892	4.842933	8	0.6053666	1	257	0.2053541	1	1	1.301816	6.913419	9	8315	0.6	0.001082381	chr11:60549025-62549025,chr14:93844947-95844947,chr17:63224775-65224775,chr18:28804863-30804863,chr19:43153100-45153100,chr1:195710916-197710916,chr3:171274232-173274232,chr3:185449122-187449122	APOH,CFH,EIF4A2,KNG1,MEP1B,MYRF,NCEH1,PLAUR,SERPINA6
GO Biological Process	GO:0070849	response to epidermal growth factor stimulus	77	0.019146	1	1	51.79114	0.01930832	1	0.00241354	0.125	75	0.01732535	1	1	57.27302	0.01746023	1	21	0.06666667	0.04761905	chr18:28804863-30804863	GAREM
GO Biological Process	GO:0035810	positive regulation of urine volume	78	0.01957448	1	1	50.64781	0.01974419	1	0.002468024	0.125	50	0.01075852	1	1	92.51795	0.01080871	1	13	0.06666667	0.07692308	chr3:185449122-187449122	KNG1
GO Biological Process	GO:0033032	regulation of myeloid cell apoptotic process	79	0.0199864	1	1	49.59486	0.02016338	1	0.002520423	0.125	78	0.01814333	1	1	54.6697	0.01829167	1	22	0.06666667	0.04545455	chr17:63224775-65224775	APOH
GO Biological Process	GO:0018410	C-terminal protein amino acid modification	80	0.02043798	1	1	48.48932	0.0206231	1	0.002577887	0.125	91	0.02466438	1	1	40.09111	0.02494318	1	30	0.06666667	0.03333333	chr19:43153100-45153100	PLAUR
GO Biological Process	GO:0051346	negative regulation of hydrolase activity	81	0.02049742	1	1	8.723516	0.2292653	2	0.02865817	0.25	24	0.002147088	1	0.9339833	11.27562	0.2660606	3	320	0.2	0.009375	chr14:93844947-95844947,chr3:185449122-187449122	KNG1,SERPINA1,SERPINA6
GO Biological Process	GO:0035813	regulation of renal sodium excretion	82	0.02066604	1	1	47.94935	0.02085534	1	0.002606917	0.125	75	0.01732535	1	1	57.27302	0.01746023	1	21	0.06666667	0.04761905	chr3:185449122-187449122	KNG1
GO Biological Process	GO:0044062	regulation of excretion	83	0.02086397	1	1	47.4903	0.02105693	1	0.002632117	0.125	79	0.01896068	1	1	52.29275	0.01912311	1	23	0.06666667	0.04347826	chr3:185449122-187449122	KNG1
GO Biological Process	GO:0035809	regulation of urine volume	84	0.02120364	1	1	46.72246	0.02140298	1	0.002675373	0.125	65	0.01486757	1	1	66.81852	0.01496591	1	18	0.06666667	0.05555556	chr3:185449122-187449122	KNG1
GO Biological Process	GO:0006956	complement activation	85	0.02132206	1	1	46.46053	0.02152365	1	0.002690456	0.125	108	0.03597906	1	1	27.33485	0.03658334	1	44	0.06666667	0.02272727	chr1:195710916-197710916	CFH
GO Biological Process	GO:0071704	organic substance metabolic process	86	0.02180994	1	1	1.613126	4.959316	8	0.6199145	1	270	0.2374795	1	1	1.264261	7.118785	9	8562	0.6	0.001051156	chr11:60549025-62549025,chr14:93844947-95844947,chr17:63224775-65224775,chr18:28804863-30804863,chr19:43153100-45153100,chr1:195710916-197710916,chr3:171274232-173274232,chr3:185449122-187449122	APOH,CFH,EIF4A2,KNG1,MEP1B,MYRF,NCEH1,PLAUR,SERPINA6
GO Biological Process	GO:0031641	regulation of myelination	87	0.02236992	1	1	44.26354	0.02259196	1	0.002823995	0.125	68	0.01568746	1	1	63.30175	0.01579735	1	19	0.06666667	0.05263158	chr11:60549025-62549025	MYRF
GO Biological Process	GO:0010656	negative regulation of muscle cell apoptotic process	88	0.02302243	1	1	42.9965	0.02325771	1	0.002907214	0.125	65	0.01486757	1	1	66.81852	0.01496591	1	18	0.06666667	0.05555556	chr17:63224775-65224775	APOH
GO Biological Process	GO:0002920	regulation of humoral immune response	89	0.0233758	1	1	42.33984	0.02361842	1	0.002952302	0.125	109	0.03678254	1	1	26.72741	0.03741478	1	45	0.06666667	0.02222222	chr1:195710916-197710916	CFH
GO Biological Process	GO:0006953	acute-phase response	90	0.02407386	1	1	41.09934	0.02433129	1	0.003041411	0.125	106	0.03275886	1	1	30.06833	0.03325758	1	40	0.06666667	0.025	chr14:93844947-95844947	SERPINA1
GO Biological Process	GO:0090199	regulation of release of cytochrome c from mitochondria	91	0.0243109	1	1	40.69429	0.02457347	1	0.003071684	0.125	100	0.02790973	1	1	35.37451	0.02826894	1	34	0.06666667	0.02941176	chr3:171274232-173274232	TNFSF10
GO Biological Process	GO:0051246	regulation of protein metabolic process	92	0.02440831	1	1	3.206707	1.247386	4	0.1559232	0.5	41	0.00774399	1	1	3.751508	1.332798	5	1603	0.3333333	0.003119152	chr14:93844947-95844947,chr19:43153100-45153100,chr1:195710916-197710916,chr3:185449122-187449122	CFH,EIF4A2,PLAUR,SERPINA1,SERPINA6
GO Biological Process	GO:0051004	regulation of lipoprotein lipase activity	93	0.0246248	1	1	40.16992	0.02489425	1	0.003111781	0.125	99	0.02709934	1	1	36.44646	0.0274375	1	33	0.06666667	0.03030303	chr17:63224775-65224775	APOH
GO Biological Process	GO:0019222	regulation of metabolic process	94	0.02477739	1	1	1.850607	3.782543	7	0.4728179	0.875	74	0.01722275	1	1	1.963824	4.582895	9	5512	0.6	0.001632801	chr11:60549025-62549025,chr14:93844947-95844947,chr17:63224775-65224775,chr19:43153100-45153100,chr1:195710916-197710916,chr3:171274232-173274232,chr3:185449122-187449122	APOH,CFH,EIF4A2,KNG1,MYRF,PLAUR,SERPINA1,SERPINA6,TNFSF10
GO Biological Process	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	95	0.02652437	1	1	37.26147	0.02683738	1	0.003354672	0.125	89	0.02385147	1	1	41.47356	0.02411175	1	29	0.06666667	0.03448276	chr3:171274232-173274232	TNFSF10
GO Biological Process	GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	96	0.02761819	1	1	35.76822	0.02795778	1	0.003494722	0.125	104	0.03033712	1	1	32.50631	0.03076326	1	37	0.06666667	0.02702703	chr3:171274232-173274232	TNFSF10
GO Biological Process	GO:0070613	regulation of protein processing	97	0.02921783	1	1	33.78575	0.02959828	1	0.003699785	0.125	114	0.04159034	1	1	23.58301	0.04240341	1	51	0.06666667	0.01960784	chr1:195710916-197710916	CFH
GO Biological Process	GO:0042311	vasodilation	98	0.02925962	1	1	33.73686	0.02964117	1	0.003705147	0.125	91	0.02466438	1	1	40.09111	0.02494318	1	30	0.06666667	0.03333333	chr3:185449122-187449122	KNG1
GO Biological Process	GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	99	0.0293867	1	1	33.58905	0.0297716	1	0.00372145	0.125	116	0.04398583	1	1	22.27284	0.04489773	1	54	0.06666667	0.01851852	chr3:185449122-187449122	EIF4A2
GO Biological Process	GO:0010660	regulation of muscle cell apoptotic process	100	0.03195552	1	1	30.85333	0.03241141	1	0.004051427	0.125	91	0.02466438	1	1	40.09111	0.02494318	1	30	0.06666667	0.03333333	chr17:63224775-65224775	APOH
GO Biological Process	GO:0001937	negative regulation of endothelial cell proliferation	101	0.03203125	1	1	30.77934	0.03248933	1	0.004061166	0.125	82	0.02059348	1	1	48.10933	0.02078599	1	25	0.06666667	0.04	chr17:63224775-65224775	APOH
GO Biological Process	GO:0010822	positive regulation of mitochondrion organization	102	0.03216245	1	1	30.65198	0.03262432	1	0.00407804	0.125	116	0.04398583	1	1	22.27284	0.04489773	1	54	0.06666667	0.01851852	chr3:171274232-173274232	TNFSF10
GO Biological Process	GO:0008152	metabolic process	103	0.03217541	1	1	1.536595	5.206316	8	0.6507895	1	314	0.330799	1	1	1.177099	7.645918	9	9196	0.6	0.0009786864	chr11:60549025-62549025,chr14:93844947-95844947,chr17:63224775-65224775,chr18:28804863-30804863,chr19:43153100-45153100,chr1:195710916-197710916,chr3:171274232-173274232,chr3:185449122-187449122	APOH,CFH,EIF4A2,KNG1,MEP1B,MYRF,NCEH1,PLAUR,SERPINA6
GO Biological Process	GO:0006497	protein lipidation	104	0.0325416	1	1	30.28968	0.03301454	1	0.004126818	0.125	118	0.04717112	1	1	20.73678	0.04822349	1	58	0.06666667	0.01724138	chr19:43153100-45153100	PLAUR
GO Biological Process	GO:0031124	mRNA 3'-end processing	105	0.03466615	1	1	28.40619	0.03520359	1	0.004400449	0.125	142	0.06763532	1	1	14.31825	0.06984092	1	84	0.06666667	0.01190476	chr3:185449122-187449122	EIF4A2
GO Biological Process	GO:0006446	regulation of translational initiation	106	0.03497693	1	1	28.14986	0.03552416	1	0.00444052	0.125	127	0.0519305	1	1	18.79271	0.05321213	1	64	0.06666667	0.015625	chr3:185449122-187449122	EIF4A2
GO Biological Process	GO:0048518	positive regulation of biological process	107	0.0350565	1	1	2.010741	2.983974	6	0.3729968	0.75	145	0.06845461	1	1	1.945646	3.083809	6	3709	0.4	0.001617687	chr11:60549025-62549025,chr17:63224775-65224775,chr18:28804863-30804863,chr1:195710916-197710916,chr3:171274232-173274232,chr3:185449122-187449122	APOH,CFH,GAREM,KNG1,MYRF,TNFSF10
GO Biological Process	GO:0042158	lipoprotein biosynthetic process	108	0.03510332	1	1	28.0469	0.03565456	1	0.00445682	0.125	124	0.05113881	1	1	19.09101	0.05238069	1	63	0.06666667	0.01587302	chr19:43153100-45153100	PLAUR
GO Biological Process	GO:0014003	oligodendrocyte development	109	0.03613829	1	1	27.23096	0.03672291	1	0.004590363	0.125	97	0.02628832	1	1	37.58542	0.02660606	1	32	0.06666667	0.03125	chr11:60549025-62549025	MYRF
