Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Biological Process	GO:0032368	regulation of lipid transport	3	8.967752e-06	0.09362333	0.03120778	67.04554	0.0447457	3	0.006392243	0.4285714	3	1.099686e-05	0.1148072	0.03826907	66.32721	0.04523031	3	68	0.25	0.04411765	chr16:55993161-57993161,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,PON1
GO Biological Process	GO:0010745	negative regulation of macrophage derived foam cell differentiation	4	1.404695e-05	0.1466502	0.03666254	348.8652	0.005732873	2	0.0008189818	0.2857143	6	3.150689e-05	0.3289319	0.05482199	231.2949	0.008646971	2	13	0.1666667	0.1538462	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0010875	positive regulation of cholesterol efflux	5	1.759536e-05	0.1836956	0.03673911	311.6584	0.006417282	2	0.0009167546	0.2857143	5	2.223283e-05	0.2321107	0.04642215	273.3485	0.007316668	2	11	0.1666667	0.1818182	chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,PON1
GO Biological Process	GO:0008203	cholesterol metabolic process	6	2.071825e-05	0.2162985	0.03604976	50.61057	0.05927616	3	0.008468022	0.4285714	8	4.292104e-05	0.4480957	0.05601196	42.15187	0.07117122	3	107	0.25	0.02803738	chr16:55993161-57993161,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,PON1
GO Biological Process	GO:0043691	reverse cholesterol transport	7	2.182972e-05	0.2279023	0.03255747	279.7552	0.007149108	2	0.001021301	0.2857143	9	5.485394e-05	0.5726751	0.06363057	176.8725	0.01130758	2	17	0.1666667	0.1176471	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0032376	positive regulation of cholesterol transport	8	2.414385e-05	0.2520618	0.03150772	265.9872	0.00751916	2	0.001074166	0.2857143	6	3.150689e-05	0.3289319	0.05482199	231.2949	0.008646971	2	13	0.1666667	0.1538462	chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,PON1
GO Biological Process	GO:0016125	sterol metabolic process	9	2.6766e-05	0.279437	0.03104856	46.43354	0.06460847	3	0.009229781	0.4285714	10	5.894561e-05	0.6153922	0.06153922	37.90126	0.07915304	3	119	0.25	0.02521008	chr16:55993161-57993161,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,PON1
GO Biological Process	GO:0055091	phospholipid homeostasis	10	2.704288e-05	0.2823277	0.02823277	251.2997	0.007958623	2	0.001136946	0.2857143	4	1.456316e-05	0.1520394	0.03800985	334.0926	0.005986364	2	9	0.1666667	0.2222222	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0010189	vitamin E biosynthetic process	11	8.156007e-05	0.8514871	0.07740792	12260.47	8.156292e-05	1	1.165185e-05	0.1428571	25	0.0006651516	1	0.2777673	1503.417	0.0006651516	1	1	0.08333333	1	chr20:43551855-45551855	PLTP
GO Biological Process	GO:0071827	plasma lipoprotein particle organization	12	9.574821e-05	0.9996113	0.08330094	133.329	0.01500049	2	0.002142927	0.2857143	12	0.0001746109	1	0.1519115	100.2278	0.01995455	2	30	0.1666667	0.06666667	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0071825	protein-lipid complex subunit organization	13	0.0001151438	1	0.09246933	121.54	0.01645549	2	0.002350785	0.2857143	13	0.0001865841	1	0.1498414	96.99462	0.0206197	2	31	0.1666667	0.06451613	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0006869	lipid transport	14	0.0001510182	1	0.1126164	25.89075	0.1158715	3	0.01655307	0.4285714	14	0.0001978349	1	0.1475283	25.19693	0.1190621	3	179	0.25	0.01675978	chr16:55993161-57993161,chr20:43551855-45551855,chr9:106661742-108661742	ABCA1,CETP,PLTP
GO Biological Process	GO:0010743	regulation of macrophage derived foam cell differentiation	15	0.0001670984	1	0.1163005	100.8099	0.01983933	2	0.00283419	0.2857143	11	0.0001518431	1	0.1441129	107.3869	0.01862424	2	28	0.1666667	0.07142857	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0010876	lipid localization	16	0.0001822429	1	0.1189135	24.29179	0.1234985	3	0.01764264	0.4285714	16	0.0002584497	1	0.1686384	23.01148	0.1303697	3	196	0.25	0.01530612	chr16:55993161-57993161,chr20:43551855-45551855,chr9:106661742-108661742	ABCA1,CETP,PLTP
GO Biological Process	GO:0032370	positive regulation of lipid transport	17	0.0001979959	1	0.1215928	92.57173	0.02160487	2	0.00308641	0.2857143	15	0.0002117067	1	0.1473479	91.11616	0.02195	2	33	0.1666667	0.06060606	chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,PON1
GO Biological Process	GO:0097006	regulation of plasma lipoprotein particle levels	18	0.0002505683	1	0.1453296	82.23605	0.02432023	2	0.003474319	0.2857143	19	0.0003440799	1	0.1890629	71.59127	0.02793637	2	42	0.1666667	0.04761905	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0030301	cholesterol transport	19	0.000253477	1	0.1392789	81.7601	0.02446181	2	0.003494544	0.2857143	20	0.0004130042	1	0.2155882	65.36594	0.03059697	2	46	0.1666667	0.04347826	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0055081	anion homeostasis	20	0.000275589	1	0.1438575	78.39185	0.02551286	2	0.003644694	0.2857143	17	0.0002666446	1	0.1637512	81.26577	0.02461061	2	37	0.1666667	0.05405405	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0008202	steroid metabolic process	21	0.0002858937	1	0.14213	20.84458	0.1439223	3	0.02056033	0.4285714	21	0.000456737	1	0.2270635	18.95063	0.1583061	3	238	0.25	0.01260504	chr16:55993161-57993161,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,PON1
GO Biological Process	GO:0042632	cholesterol homeostasis	22	0.0003534562	1	0.167731	69.16425	0.02891667	2	0.004130953	0.2857143	22	0.0005906036	1	0.2802683	54.6697	0.03658334	2	55	0.1666667	0.03636364	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0055092	sterol homeostasis	23	0.0003712011	1	0.168493	67.47922	0.02963875	2	0.004234108	0.2857143	24	0.0006122516	1	0.2663294	53.69345	0.03724849	2	56	0.1666667	0.03571429	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0046470	phosphatidylcholine metabolic process	24	0.0003790044	1	0.1648669	66.77598	0.02995089	2	0.004278699	0.2857143	29	0.0007026523	1	0.2529548	50.11389	0.0399091	2	60	0.1666667	0.03333333	chr16:55993161-57993161,chr7:93953895-95953895	CETP,PON1
GO Biological Process	GO:0015914	phospholipid transport	25	0.0004018007	1	0.167792	64.84022	0.03084505	2	0.004406436	0.2857143	18	0.0002813542	1	0.1631854	79.12719	0.02527576	2	38	0.1666667	0.05263158	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0006066	alcohol metabolic process	26	0.0005650962	1	0.2269079	16.51896	0.1816095	3	0.02594421	0.4285714	30	0.001041387	1	0.3624027	14.27294	0.2101879	3	316	0.25	0.009493671	chr16:55993161-57993161,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,PON1
GO Biological Process	GO:0015748	organophosphate ester transport	27	0.0006199968	1	0.2397321	52.10437	0.03838449	2	0.005483499	0.2857143	22	0.0005906036	1	0.2802683	54.6697	0.03658334	2	55	0.1666667	0.03636364	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0042439	ethanolamine-containing compound metabolic process	28	0.000781682	1	0.2914557	46.35112	0.0431489	2	0.006164129	0.2857143	31	0.001214534	1	0.4090237	38.06118	0.05254698	2	79	0.1666667	0.02531646	chr16:55993161-57993161,chr7:93953895-95953895	CETP,PON1
GO Biological Process	GO:0042360	vitamin E metabolic process	29	0.0008670824	1	0.3121497	1152.864	0.0008674048	1	0.000123915	0.1428571	41	0.002658174	1	0.6768619	375.8542	0.002660606	1	4	0.08333333	0.25	chr20:43551855-45551855	PLTP
GO Biological Process	GO:0002774	Fc receptor mediated inhibitory signaling pathway	30	0.0009652086	1	0.3358926	1035.617	0.0009656081	1	0.000137944	0.1428571	37	0.001994238	1	0.5626985	501.1389	0.001995455	1	3	0.08333333	0.3333333	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0042157	lipoprotein metabolic process	31	0.0009659634	1	0.3253115	41.6476	0.04802198	2	0.006860282	0.2857143	36	0.001898192	1	0.5504757	30.37205	0.06585001	2	99	0.1666667	0.02020202	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0015850	organic hydroxy compound transport	32	0.001010011	1	0.3295161	40.71868	0.0491175	2	0.007016786	0.2857143	34	0.001572373	1	0.482811	33.40926	0.05986364	2	90	0.1666667	0.02222222	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0055088	lipid homeostasis	33	0.001073798	1	0.3397106	39.47619	0.05066345	2	0.007237635	0.2857143	33	0.001503993	1	0.4758087	34.16856	0.05853334	2	88	0.1666667	0.02272727	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0038027	apolipoprotein A-I-mediated signaling pathway	34	0.001200402	1	0.368594	832.6255	0.00120102	1	0.0001715743	0.1428571	25	0.0006651516	1	0.2777673	1503.417	0.0006651516	1	1	0.08333333	1	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0045591	positive regulation of regulatory T cell differentiation	35	0.00146288	1	0.4363562	683.1546	0.001463798	1	0.0002091139	0.1428571	45	0.003321704	1	0.7706353	300.6833	0.003325758	1	5	0.08333333	0.2	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0007387	anterior compartment pattern formation	36	0.001490406	1	0.4322177	670.5295	0.001491359	1	0.0002130512	0.1428571	25	0.0006651516	1	0.2777673	1503.417	0.0006651516	1	1	0.08333333	1	chr9:127807910-129807910	PBX3
GO Biological Process	GO:0007388	posterior compartment specification	36	0.001490406	1	0.4322177	670.5295	0.001491359	1	0.0002130512	0.1428571	25	0.0006651516	1	0.2777673	1503.417	0.0006651516	1	1	0.08333333	1	chr9:127807910-129807910	PBX3
GO Biological Process	GO:2001198	regulation of dendritic cell differentiation	38	0.001539185	1	0.4228708	649.2659	0.001540201	1	0.0002200287	0.1428571	54	0.004647552	1	0.8985267	214.7738	0.004656061	1	7	0.08333333	0.1428571	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:1901615	organic hydroxy compound metabolic process	39	0.001625005	1	0.4350013	11.48246	0.261268	3	0.037324	0.4285714	39	0.002169754	1	0.5808265	11.05453	0.2713819	3	408	0.25	0.007352941	chr16:55993161-57993161,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,PON1
GO Biological Process	GO:0002767	immune response-inhibiting cell surface receptor signaling pathway	40	0.001627365	1	0.4247423	614.0615	0.001628501	1	0.0002326431	0.1428571	45	0.003321704	1	0.7706353	300.6833	0.003325758	1	5	0.08333333	0.2	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0006576	cellular biogenic amine metabolic process	41	0.001872284	1	0.4767474	29.77829	0.06716302	2	0.009594717	0.2857143	43	0.002817836	1	0.6841444	24.84986	0.08048334	2	121	0.1666667	0.01652893	chr16:55993161-57993161,chr7:93953895-95953895	CETP,PON1
GO Biological Process	GO:0034380	high-density lipoprotein particle assembly	42	0.001945623	1	0.4836263	513.5454	0.001947247	1	0.0002781782	0.1428571	45	0.003321704	1	0.7706353	300.6833	0.003325758	1	5	0.08333333	0.2	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0006629	lipid metabolic process	43	0.001990116	1	0.4831817	6.21529	0.6435742	4	0.09193917	0.5714286	53	0.004063912	1	0.800514	5.651942	0.7077213	4	1064	0.3333333	0.003759398	chr16:55993161-57993161,chr20:43551855-45551855,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,PLTP,PON1
GO Biological Process	GO:0009308	amine metabolic process	44	0.002002059	1	0.475034	28.781	0.06949029	2	0.009927184	0.2857143	44	0.003243683	1	0.7696375	23.12949	0.08646971	2	130	0.1666667	0.01538462	chr16:55993161-57993161,chr7:93953895-95953895	CETP,PON1
GO Biological Process	GO:0050702	interleukin-1 beta secretion	45	0.002152684	1	0.4994227	464.1076	0.002154673	1	0.0003078104	0.1428571	41	0.002658174	1	0.6768619	375.8542	0.002660606	1	4	0.08333333	0.25	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0071222	cellular response to lipopolysaccharide	46	0.002346008	1	0.5324418	26.55057	0.07532796	2	0.01076114	0.2857143	35	0.001860532	1	0.5549701	30.68197	0.06518486	2	98	0.1666667	0.02040816	chr19:53793830-55793830,chr9:106661742-108661742	ABCA1,LILRB2
GO Biological Process	GO:0071219	cellular response to molecule of bacterial origin	47	0.002415763	1	0.5366078	26.15736	0.07646032	2	0.0109229	0.2857143	38	0.002052459	1	0.5638861	29.19256	0.06851061	2	103	0.1666667	0.01941748	chr19:53793830-55793830,chr9:106661742-108661742	ABCA1,LILRB2
GO Biological Process	GO:0050701	interleukin-1 secretion	48	0.002481862	1	0.539805	402.4945	0.002484506	1	0.0003549294	0.1428571	49	0.00398483	1	0.8490128	250.5694	0.00399091	1	6	0.08333333	0.1666667	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0042362	fat-soluble vitamin biosynthetic process	49	0.002605394	1	0.5551084	383.3903	0.002608308	1	0.0003726155	0.1428571	60	0.005971782	1	1	167.0463	0.005986364	1	9	0.08333333	0.1111111	chr20:43551855-45551855	PLTP
GO Biological Process	GO:0034372	very-low-density lipoprotein particle remodeling	50	0.002704648	1	0.5647305	369.305	0.002707789	1	0.000386827	0.1428571	54	0.004647552	1	0.8985267	214.7738	0.004656061	1	7	0.08333333	0.1428571	chr16:55993161-57993161	CETP
GO Biological Process	GO:0034370	triglyceride-rich lipoprotein particle remodeling	51	0.002749391	1	0.5628165	363.2881	0.002752636	1	0.0003932337	0.1428571	60	0.005971782	1	1	167.0463	0.005986364	1	9	0.08333333	0.1111111	chr16:55993161-57993161	CETP
GO Biological Process	GO:0033700	phospholipid efflux	52	0.002766351	1	0.5553982	361.0583	0.002769636	1	0.0003956623	0.1428571	65	0.006633292	1	1	150.3417	0.006651516	1	10	0.08333333	0.1	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0071216	cellular response to biotic stimulus	53	0.002800988	1	0.5517418	24.25738	0.08244915	2	0.01177845	0.2857143	40	0.002549849	1	0.6655106	26.14638	0.07649243	2	115	0.1666667	0.0173913	chr19:53793830-55793830,chr9:106661742-108661742	ABCA1,LILRB2
GO Biological Process	GO:0010887	negative regulation of cholesterol storage	54	0.00329514	1	0.6370604	303.0484	0.003299802	1	0.0004714003	0.1428571	49	0.00398483	1	0.8490128	250.5694	0.00399091	1	6	0.08333333	0.1666667	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0007386	compartment pattern specification	55	0.00332987	1	0.6320699	299.8832	0.003334632	1	0.000476376	0.1428571	45	0.003321704	1	0.7706353	300.6833	0.003325758	1	5	0.08333333	0.2	chr9:127807910-129807910	PBX3
GO Biological Process	GO:0002578	negative regulation of antigen processing and presentation	56	0.00336124	1	0.6266312	297.0804	0.003366092	1	0.0004808704	0.1428571	32	0.001329898	1	0.4338792	751.7083	0.001330303	1	2	0.08333333	0.5	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0045589	regulation of regulatory T cell differentiation	57	0.003445839	1	0.6311326	289.7762	0.003450938	1	0.0004929912	0.1428571	56	0.005309869	1	0.9899113	187.9271	0.005321213	1	8	0.08333333	0.125	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0002765	immune response-inhibiting signal transduction	58	0.003815514	1	0.6867925	261.659	0.003821768	1	0.0005459669	0.1428571	49	0.00398483	1	0.8490128	250.5694	0.00399091	1	6	0.08333333	0.1666667	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0032611	interleukin-1 beta production	59	0.003960051	1	0.7007277	252.0931	0.003966788	1	0.0005666841	0.1428571	60	0.005971782	1	1	167.0463	0.005986364	1	9	0.08333333	0.1111111	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0032367	intracellular cholesterol transport	60	0.00419681	1	0.7302449	237.8473	0.004204378	1	0.0006006254	0.1428571	56	0.005309869	1	0.9899113	187.9271	0.005321213	1	8	0.08333333	0.125	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0032612	interleukin-1 production	61	0.004288718	1	0.7340035	232.741	0.004296622	1	0.0006138031	0.1428571	69	0.007294398	1	1	136.6742	0.007316668	1	11	0.08333333	0.09090909	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0060155	platelet dense granule organization	62	0.004568208	1	0.7692273	218.4753	0.004577177	1	0.0006538824	0.1428571	56	0.005309869	1	0.9899113	187.9271	0.005321213	1	8	0.08333333	0.125	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0002577	regulation of antigen processing and presentation	63	0.005101941	1	0.8454645	195.5749	0.005113132	1	0.0007304474	0.1428571	69	0.007294398	1	1	136.6742	0.007316668	1	11	0.08333333	0.09090909	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0034375	high-density lipoprotein particle remodeling	64	0.005333248	1	0.8699861	187.074	0.005345478	1	0.0007636398	0.1428571	78	0.009275296	1	1	107.3869	0.009312122	1	14	0.08333333	0.07142857	chr16:55993161-57993161	CETP
GO Biological Process	GO:0034377	plasma lipoprotein particle assembly	65	0.005915925	1	0.9501886	168.6062	0.00593098	1	0.0008472828	0.1428571	82	0.00993479	1	1	100.2278	0.009977274	1	15	0.08333333	0.06666667	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0034374	low-density lipoprotein particle remodeling	66	0.007055781	1	1	141.2986	0.00707721	1	0.00101103	0.1428571	69	0.007294398	1	1	136.6742	0.007316668	1	11	0.08333333	0.09090909	chr16:55993161-57993161	CETP
GO Biological Process	GO:0006650	glycerophospholipid metabolic process	67	0.007099007	1	1	15.05437	0.1328518	2	0.01897883	0.2857143	81	0.009412389	1	1	13.3637	0.1496591	2	225	0.1666667	0.008888889	chr16:55993161-57993161,chr7:93953895-95953895	CETP,PON1
GO Biological Process	GO:0055098	response to low-density lipoprotein particle stimulus	68	0.007133528	1	1	139.7539	0.007155434	1	0.001022205	0.1428571	49	0.00398483	1	0.8490128	250.5694	0.00399091	1	6	0.08333333	0.1666667	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0065005	protein-lipid complex assembly	69	0.007362646	1	1	135.3916	0.007385985	1	0.001055141	0.1428571	84	0.01059388	1	1	93.96354	0.01064243	1	16	0.08333333	0.0625	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0033344	cholesterol efflux	70	0.008026691	1	1	124.1551	0.008054441	1	0.001150634	0.1428571	94	0.01453999	1	1	68.33712	0.01463334	1	22	0.08333333	0.04545455	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0034113	heterotypic cell-cell adhesion	71	0.008047095	1	1	123.8392	0.008074986	1	0.001153569	0.1428571	60	0.005971782	1	1	167.0463	0.005986364	1	9	0.08333333	0.1111111	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0002666	positive regulation of T cell tolerance induction	72	0.008357489	1	1	119.2239	0.00838758	1	0.001198226	0.1428571	56	0.005309869	1	0.9899113	187.9271	0.005321213	1	8	0.08333333	0.125	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0009110	vitamin biosynthetic process	73	0.008561921	1	1	116.367	0.008593505	1	0.001227644	0.1428571	84	0.01059388	1	1	93.96354	0.01064243	1	16	0.08333333	0.0625	chr20:43551855-45551855	PLTP
GO Biological Process	GO:0033363	secretory granule organization	74	0.008574779	1	1	116.1918	0.008606459	1	0.001229494	0.1428571	82	0.00993479	1	1	100.2278	0.009977274	1	15	0.08333333	0.06666667	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0010888	negative regulation of lipid storage	75	0.008792463	1	1	113.3045	0.008825776	1	0.001260825	0.1428571	84	0.01059388	1	1	93.96354	0.01064243	1	16	0.08333333	0.0625	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0002664	regulation of T cell tolerance induction	76	0.008813069	1	1	113.0386	0.008846539	1	0.001263791	0.1428571	65	0.006633292	1	1	150.3417	0.006651516	1	10	0.08333333	0.1	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0032365	intracellular lipid transport	77	0.008825531	1	1	112.8783	0.008859096	1	0.001265585	0.1428571	89	0.01256874	1	1	79.12719	0.01263788	1	19	0.08333333	0.05263158	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0002645	positive regulation of tolerance induction	78	0.008972069	1	1	111.0277	0.009006761	1	0.00128668	0.1428571	65	0.006633292	1	1	150.3417	0.006651516	1	10	0.08333333	0.1	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0051049	regulation of transport	79	0.009197431	1	1	4.110291	0.9731671	4	0.1390239	0.5714286	64	0.006599375	1	1	4.937329	0.8101546	4	1218	0.3333333	0.003284072	chr16:55993161-57993161,chr19:53793830-55793830,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,LILRB2,PON1
GO Biological Process	GO:0055094	response to lipoprotein particle stimulus	80	0.009204505	1	1	108.2131	0.009241023	1	0.001320146	0.1428571	65	0.006633292	1	1	150.3417	0.006651516	1	10	0.08333333	0.1	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0071702	organic substance transport	81	0.009360021	1	1	4.090486	0.9778788	4	0.139697	0.5714286	107	0.02060231	1	1	3.556278	1.124771	4	1691	0.3333333	0.002365464	chr16:55993161-57993161,chr20:43551855-45551855,chr9:106661742-108661742,chr9:127807910-129807910	ABCA1,CETP,MVB12B,PLTP
GO Biological Process	GO:0002643	regulation of tolerance induction	82	0.009427406	1	1	105.6444	0.00946572	1	0.001352246	0.1428571	72	0.0079551	1	1	125.2847	0.007981819	1	12	0.08333333	0.08333333	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0070328	triglyceride homeostasis	83	0.009852546	1	1	101.0672	0.009894404	1	0.001413486	0.1428571	102	0.01585215	1	1	62.64236	0.01596364	1	24	0.08333333	0.04166667	chr16:55993161-57993161	CETP
GO Biological Process	GO:0032496	response to lipopolysaccharide	84	0.01002957	1	1	12.5866	0.1588991	2	0.02269987	0.2857143	74	0.008091495	1	1	14.45593	0.1383515	2	208	0.1666667	0.009615385	chr19:53793830-55793830,chr9:106661742-108661742	ABCA1,LILRB2
GO Biological Process	GO:0044255	cellular lipid metabolic process	85	0.0101316	1	1	6.024521	0.4979649	3	0.07113785	0.4285714	98	0.01517724	1	1	5.493605	0.5460895	3	821	0.25	0.00365408	chr16:55993161-57993161,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,PON1
GO Biological Process	GO:0006644	phospholipid metabolic process	86	0.01022899	1	1	12.45842	0.160534	2	0.02293343	0.2857143	93	0.01410256	1	1	10.81595	0.1849121	2	278	0.1666667	0.007194245	chr16:55993161-57993161,chr7:93953895-95953895	CETP,PON1
GO Biological Process	GO:0002237	response to molecule of bacterial origin	87	0.01041254	1	1	12.34371	0.1620259	2	0.02314656	0.2857143	77	0.008935769	1	1	13.72983	0.1456682	2	219	0.1666667	0.00913242	chr19:53793830-55793830,chr9:106661742-108661742	ABCA1,LILRB2
GO Biological Process	GO:0034616	response to laminar fluid shear stress	88	0.01082843	1	1	91.92006	0.01087902	1	0.001554146	0.1428571	72	0.0079551	1	1	125.2847	0.007981819	1	12	0.08333333	0.08333333	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0046486	glycerolipid metabolic process	89	0.01098336	1	1	12.00551	0.1665901	2	0.02379859	0.2857143	101	0.01538087	1	1	10.33276	0.1935591	2	291	0.1666667	0.006872852	chr16:55993161-57993161,chr7:93953895-95953895	CETP,PON1
GO Biological Process	GO:0034369	plasma lipoprotein particle remodeling	90	0.01101308	1	1	90.37161	0.01106542	1	0.001580775	0.1428571	99	0.01519627	1	1	65.36594	0.01529849	1	23	0.08333333	0.04347826	chr16:55993161-57993161	CETP
GO Biological Process	GO:0010885	regulation of cholesterol storage	91	0.01117524	1	1	89.05406	0.01122913	1	0.001604162	0.1428571	75	0.0086154	1	1	115.6474	0.008646971	1	13	0.08333333	0.07692308	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0032489	regulation of Cdc42 protein signal transduction	92	0.01207032	1	1	82.41831	0.01213323	1	0.001733318	0.1428571	94	0.01453999	1	1	68.33712	0.01463334	1	22	0.08333333	0.04545455	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0033036	macromolecule localization	93	0.01215501	1	1	3.804999	1.051249	4	0.1501784	0.5714286	108	0.02064342	1	1	3.554177	1.125437	4	1692	0.3333333	0.002364066	chr16:55993161-57993161,chr20:43551855-45551855,chr9:106661742-108661742,chr9:127807910-129807910	ABCA1,CETP,MVB12B,PLTP
GO Biological Process	GO:0051926	negative regulation of calcium ion transport	94	0.01451435	1	1	68.46759	0.01460545	1	0.002086493	0.1428571	91	0.01388331	1	1	71.59127	0.01396818	1	21	0.08333333	0.04761905	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0006911	phagocytosis, engulfment	95	0.01511421	1	1	65.73307	0.01521304	1	0.002173292	0.1428571	78	0.009275296	1	1	107.3869	0.009312122	1	14	0.08333333	0.07142857	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0015711	organic anion transport	96	0.01527635	1	1	10.10341	0.197953	2	0.028279	0.2857143	103	0.01650063	1	1	9.956402	0.2008758	2	302	0.1666667	0.006622517	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0050663	cytokine secretion	97	0.01536765	1	1	64.64192	0.01546984	1	0.002209977	0.1428571	104	0.01716271	1	1	57.82372	0.01729394	1	26	0.08333333	0.03846154	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0002087	regulation of respiratory gaseous exchange by neurological system process	98	0.01556397	1	1	63.82109	0.0156688	1	0.0022384	0.1428571	75	0.0086154	1	1	115.6474	0.008646971	1	13	0.08333333	0.07692308	chr9:127807910-129807910	PBX3
GO Biological Process	GO:0030317	sperm motility	99	0.01615594	1	1	61.46685	0.01626893	1	0.002324133	0.1428571	110	0.02304045	1	1	42.95476	0.02328031	1	35	0.08333333	0.02857143	chr20:43551855-45551855	PLTP
GO Biological Process	GO:0006775	fat-soluble vitamin metabolic process	100	0.01676495	1	1	59.2183	0.01688667	1	0.002412382	0.1428571	106	0.01847167	1	1	53.69345	0.01862424	1	28	0.08333333	0.03571429	chr20:43551855-45551855	PLTP
GO Biological Process	GO:0007040	lysosome organization	101	0.01696016	1	1	58.53173	0.01708475	1	0.002440679	0.1428571	109	0.02238896	1	1	44.21814	0.02261515	1	34	0.08333333	0.02941176	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0045332	phospholipid translocation	102	0.017035	1	1	58.2727	0.01716069	1	0.002451528	0.1428571	78	0.009275296	1	1	107.3869	0.009312122	1	14	0.08333333	0.07142857	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0010324	membrane invagination	103	0.01703768	1	1	58.26346	0.01716341	1	0.002451916	0.1428571	84	0.01059388	1	1	93.96354	0.01064243	1	16	0.08333333	0.0625	chr9:106661742-108661742	ABCA1
